Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
UgzzSW2NqaIID89aiVB4AaABAg,UCFRneASdEWeKUg5j2SlWL2w,2023-10-14T16:36:48.813871+00:00,0,ajQCpGZKKiQ,"{""text"":""Câu chuyện hay quá. Cảm ơn chú chia sẻ""}"
UgxyVHqBwk-Pap6-LiJ4AaABAg,UCFRneASdEWeKUg5j2SlWL2w,2023-07-07T12:34:00.200492+00:00,0,yFxpZoTHKqw,"{""text"":""Mong chờ thứ 6 hàng tuần để nghe chuyện của đường (y)""}"





