Video ID,Approx Duration (ms),Video Category,Channel ID,Video Title (Original),Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
mEUrp4tMxPg,286000,People,UCFRneASdEWeKUg5j2SlWL2w,Phương pháp NCKH giáo dục (Nhóm 17),Public,Processed,2020-07-10T14:57:35+00:00,2020-07-10T15:12:10+00:00





