Video ID,Video Text Create Timestamp,Video Title Text Segments 1,Video Text Update Timestamp
mEUrp4tMxPg,2020-07-10T14:58:32.749808+00:00,Phương pháp NCKH giáo dục (Nhóm 17),2023-08-11T03:43:01.700318+00:00





